post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_image,attribute_data:pa_image,attribute_default:pa_image,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"Seagrass Western",seagrass-western,,16243,"<h4>The Iconic Silhouette</h4>
He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.
<h6>Infomation</h6>
Cutaway collar
Front button fastening
Chest patch pocket
Long sleeves
<h6>Composition</h6>
Outer: Polyamide 30%
Lining: Polyester 70%
<h6>Wearing</h6>
Model is 1.84 m wearing size M
<h6>Washing Instructions</h6>
<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />
Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-11-17 09:35:36",1,open,,,,no,no,,79,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2021/11/product_hat_08_1.jpg ! alt :  ! title : product_hat_08_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_08_2.jpg ! alt :  ! title : product_hat_08_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_08_3.jpg ! alt :  ! title : product_hat_08_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_08_4.jpg ! alt :  ! title : product_hat_08_4 ! desc :  ! caption : ",,http://localhost/egifts/product/seagrass-western/,Minimog,simple,,"Hat|Fashion > Shoes|Fashion > Sneakers",Hats,,Grey|Black,0|1|1,Grey,,,,35|36|37|38|39,1|1|1,35,,,
"Western Wide Palma",western-wide-palma,,16248,"<h4>The Iconic Silhouette</h4>
He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.
<h6>Infomation</h6>
Cutaway collar
Front button fastening
Chest patch pocket
Long sleeves
<h6>Composition</h6>
Outer: Polyamide 30%
Lining: Polyester 70%
<h6>Wearing</h6>
Model is 1.84 m wearing size M
<h6>Washing Instructions</h6>
<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />
Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-11-17 09:36:47",1,open,,,,no,no,,76,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2021/11/product_hat_09_1.jpg ! alt :  ! title : product_hat_09_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_09_2.jpg ! alt :  ! title : product_hat_09_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_09_3.jpg ! alt :  ! title : product_hat_09_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_09_4.jpg ! alt :  ! title : product_hat_09_4 ! desc :  ! caption : ",,http://localhost/egifts/product/western-wide-palma/,Minimog,simple,,"Hat|Fashion > Shoes|Fashion > Sneakers",Hats,,Grey|Black,0|1|1,Grey,,,,35|36|37|38|39,1|1|1,35,,,
"Wool Greek Fisherman's",wool-greek-fishermans,,16253,"<h4>The Iconic Silhouette</h4>
He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.
<h6>Infomation</h6>
Cutaway collar
Front button fastening
Chest patch pocket
Long sleeves
<h6>Composition</h6>
Outer: Polyamide 30%
Lining: Polyester 70%
<h6>Wearing</h6>
Model is 1.84 m wearing size M
<h6>Washing Instructions</h6>
<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />
Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-11-17 09:37:54",1,open,,,,no,no,,110,89,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2021/11/product_hat_10_1.jpg ! alt :  ! title : product_hat_10_1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_10_2.jpg ! alt :  ! title : product_hat_10_2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_10_4.jpg ! alt :  ! title : product_hat_10_4 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_10_3.jpg ! alt :  ! title : product_hat_10_3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2021/11/product_hat_10_5.jpg ! alt :  ! title : product_hat_10_5 ! desc :  ! caption : ",,http://localhost/egifts/product/wool-greek-fishermans/,Minimog,simple,,"Hat|Fashion > Shoes|Fashion > Sneakers",Hats,,Grey|Black,0|1|1,Grey,,,,35|36|37|38|39,1|1|1,35,,,
"House Plant",house-plant,,16531,"<h4>The Iconic Silhouette</h4>		
		He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:10:19",1,open,,,,no,no,,15,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_01-1.jpeg ! alt :  ! title : product_book_01-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_01-2.jpeg ! alt :  ! title : product_book_01-2 ! desc :  ! caption : ",,http://localhost/egifts/product/house-plant/,Minimog,simple,," > Living",Book,,,,,,,,,,,,,
"Dogs at Home",dogs-at-home,,16584,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:00",1,open,,,,no,no,,18,12,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_02-1.jpeg ! alt :  ! title : product_book_02-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_02-2.jpeg ! alt :  ! title : product_book_02-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_02-3.jpeg ! alt :  ! title : product_book_02-3 ! desc :  ! caption : ",,http://localhost/egifts/product/dogs-at-home/,Minimog,simple,," > Life style| > Living",Book,,,,,,,,,,,,,
"Pot, Pan, Planet",pot-pan-planet,,16585,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:01",1,open,,,,no,no,,25,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_03-1.jpeg ! alt :  ! title : product_book_03-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_03-2.jpeg ! alt :  ! title : product_book_03-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_03-3.jpeg ! alt :  ! title : product_book_03-3 ! desc :  ! caption : ",,http://localhost/egifts/product/pot-pan-planet/,Minimog,simple,," > Cooking",Book,,,,,,,,,,,,,
"Field Flower Vase",field-flower-vase,,16586,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:02",1,open,,,,no,no,,22,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_04-1.jpeg ! alt :  ! title : product_book_04-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_04-2.jpeg ! alt :  ! title : product_book_04-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_04-3.jpeg ! alt :  ! title : product_book_04-3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_04-4.jpeg ! alt :  ! title : product_book_04-4 ! desc :  ! caption : ",,http://localhost/egifts/product/field-flower-vase/,Minimog,simple,," > Life style| > Living",Book,,,,,,,,,,,,,
"Epic Drives",epic-drives,,16587,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:03",1,open,,,,no,no,,25,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_05-1.jpeg ! alt :  ! title : product_book_05-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_05-2.jpeg ! alt :  ! title : product_book_05-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_05-3.jpeg ! alt :  ! title : product_book_05-3 ! desc :  ! caption : ",,http://localhost/egifts/product/epic-drives/,Minimog,simple,," > For kids",Book,,,,,,,,,,,,,
"Yoga: a Manual for Life",yoga-a-manual-for-life,,16588,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:03",1,open,,,,no,no,,28,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_06-1.jpeg ! alt :  ! title : product_book_06-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_06-2.jpeg ! alt :  ! title : product_book_06-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_06-3.jpeg ! alt :  ! title : product_book_06-3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_06-4.jpeg ! alt :  ! title : product_book_06-4 ! desc :  ! caption : ",,http://localhost/egifts/product/yoga-a-manual-for-life/,Minimog,simple,," > Life style",Book,,,,,,,,,,,,,
"Happiness for Everyday",happiness-for-everyday,,16589,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:04",1,open,,,,no,no,,15,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_07-1.jpeg ! alt :  ! title : product_book_07-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_07-2.jpeg ! alt :  ! title : product_book_07-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_07-3.jpeg ! alt :  ! title : product_book_07-3 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_07-4.jpeg ! alt :  ! title : product_book_07-4 ! desc :  ! caption : ",,http://localhost/egifts/product/happiness-for-everyday/,Minimog,simple,," > Life style| > Zodiac",Book,,,,,,,,,,,,,
"Do Improvise",do-improvise,,16590,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:05",1,open,,,,no,no,,15,12,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_08-1.jpeg ! alt :  ! title : product_book_08-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_08-2.jpeg ! alt :  ! title : product_book_08-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_08-3.jpeg ! alt :  ! title : product_book_08-3 ! desc :  ! caption : ",,http://localhost/egifts/product/do-improvise/,Minimog,simple,," > Life style",Book,,,,,,,,,,,,,
"The Wes Anderson Collection",the-wes-anderson-collection,,16591,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:29:06",1,open,,,,no,no,,38,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_09-1.jpeg ! alt :  ! title : product_book_09-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_09-2.jpeg ! alt :  ! title : product_book_09-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_09-3.jpeg ! alt :  ! title : product_book_09-3 ! desc :  ! caption : ",,http://localhost/egifts/product/the-wes-anderson-collection/,Minimog,simple,," > For kids",Book,,,,,,,,,,,,,
"How To Raise A Loaf",how-to-raise-a-loaf,,16636,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.&nbsp;&nbsp;</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:38:49",1,open,,,,no,no,,18,15,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_10-1.jpeg ! alt :  ! title : product_book_10-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_10-2.jpeg ! alt :  ! title : product_book_10-2 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_10-3.jpeg ! alt :  ! title : product_book_10-3 ! desc :  ! caption : ",,http://localhost/egifts/product/how-to-raise-a-loaf/,Minimog,simple,," > Cooking",Book,,,,,,,,,,,,,
"Food & Drink to Transport You",food-drink-to-transport-you,,16641,"<h4>The Iconic Silhouette</h4>		
		<p>He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.</p>		
			<h6>Infomation</h6>		
										Cutaway collar									
										Front button fastening									
										Chest patch pocket									
										Long sleeves									
			<h6>Composition</h6>		
										Outer: Polyamide 30%									
										Lining: Polyester 70%									
			<h6>Wearing</h6>		
				Model is 1.84 m wearing size M			
			<h6>Washing Instructions</h6>		
										<img  src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />									
				Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 03:39:59",1,open,,,,no,no,,33,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_book_11-1.jpeg ! alt :  ! title : product_book_11-1 ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_book_11-2.jpeg ! alt :  ! title : product_book_11-2 ! desc :  ! caption : ",,http://localhost/egifts/product/food-drink-to-transport-you/,Minimog,simple,," > Cooking| > Living",Book,,,,,,,,,,,,,
"Ceramic Wall Mount Toilet",ceramic-wall-mount-toilet,,16671,"<h4>The Iconic Silhouette</h4>
He garments labelled as Committed are products that have been produced using sustainable fibers or processes, reducing their environmental impact. Mango's goal is to support the implementation of practices more committed to the environment, and therefore increase the number of sustainable garments in the collection.
<h6>Infomation</h6>
Cutaway collar
Front button fastening
Chest patch pocket
Long sleeves
<h6>Composition</h6>
Outer: Polyamide 30%
Lining: Polyester 70%
<h6>Wearing</h6>
Model is 1.84 m wearing size M
<h6>Washing Instructions</h6>
<img src=""https://minimog.thememove.com/wp-content/themes/minimog/assets/images/placeholder-transparent.png"" alt=""washing-instruction"" width=""183"" height=""36"" data-src=""http://localhost/egifts/wp-content/uploads/2021/12/washing-instruction.png"" />
Machine wash, no ironing,
don’t dry clean, don’t tumble dry","At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident.",publish,,0,"2021-10-18 04:12:51",1,open,,,,no,no,,425,,,,,,,visible,instock,no,no,,no,taxable,667|877|902|906|883,,,,,'-1,'-1,,,"http://localhost/egifts/wp-content/uploads/2022/02/product_bathroom_2-a.jpg ! alt :  ! title : product_bathroom_2-a ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_bathroom_2-b.jpg ! alt :  ! title : product_bathroom_2-b ! desc :  ! caption :  | http://localhost/egifts/wp-content/uploads/2022/02/product_bathroom_2-c.jpg ! alt :  ! title : product_bathroom_2-c ! desc :  ! caption : ",,http://localhost/egifts/product/ceramic-wall-mount-toilet/,Minimog,simple,,"Bathroom > Toilets",,,,,,,,,,,,,,
